Locus,Mean_Length,Num_Inds,Num_Groups,40i_loci.txt,62i_loci.txt,98i_loci.txt,g2_loci.txt,g4_loci.txt,g7_loci.txt,Calandrinia,Calandrinia1,Calandrinia2,Calandrinia3,Calandrinia4,Calandrinia5,Calandrinia6,Molluginaceae,Monteae,Montiaceae,NWCalandrinia,Outgroup,Phemeranthus,Portulacineae
nGroup_3058_1_2_1_1,549.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_3058_1_2_1_2,614.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_3058_1_2_4,423.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_3058_2,537.64,96,13,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes
nGroup_3058_4,401.40,5,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_3058_6,293.00,5,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_3058_8,433.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_3292_1,1036.80,5,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nGroup_3292_2,1082.95,102,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_4237_1,416.88,25,9,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes
nGroup_4237_10,529.75,4,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_4237_2,536.79,99,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_4237_3,486.29,62,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nGroup_4237_8,984.23,13,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
nGroup_4237_9,336.00,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no
nGroup_441_1,893.26,96,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_441_1_3_1_1_1,905.60,5,2,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
nGroup_441_1_3_1_1_2,1004.50,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
nGroup_441_1_3_1_2,808.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
nGroup_441_1_3_2,793.95,82,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nGroup_441_1_3_2_2_1,1399.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_441_1_3_2_2_2,1185.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_441_1_3_2_4,887.25,4,2,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
nGroup_441_1_3_2_5,741.15,20,4,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no
nGroup_441_1_3_2_5_2,895.50,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_441_1_3_2_6_2,650.00,5,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_441_1_3_2_6_2_2,1223.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_441_1_3_2_8,883.94,18,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nGroup_441_1_3_2_8_2,874.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nGroup_6043_1,797.75,8,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes
nGroup_6043_10,452.67,6,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6043_12,254.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6043_16,254.50,4,1,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
nGroup_6043_2,429.70,92,14,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_6043_4,347.24,75,11,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no
nGroup_6043_7,501.86,7,4,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no
nGroup_6043_8,298.33,33,5,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no
nGroup_6312_1,306.06,47,10,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
nGroup_6312_1_2,232.50,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_6312_2,316.63,91,14,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_6312_3,376.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6312_4,239.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_6416_1_1,291.69,16,8,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes
nGroup_6416_1_1_2,335.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6416_1_2,717.35,71,11,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nGroup_6416_1_2_1_1_1_1_1,426.00,4,3,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no
nGroup_6416_1_2_1_1_1_1_2_1,357.92,12,4,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no
nGroup_6416_1_2_1_1_1_1_2_2,396.08,24,9,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no
nGroup_6416_1_2_1_1_1_1_2_2_2,372.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_6416_1_2_1_1_1_1_2_2_4,371.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_6416_1_2_1_1_1_2,650.79,14,4,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no
nGroup_6416_1_2_1_1_1_2_1,365.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6416_1_2_1_1_1_2_2_1_2,737.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6416_1_2_1_1_1_2_2_2,756.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_6416_1_2_1_1_2,827.12,17,6,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no
nGroup_6416_1_2_1_2,784.44,32,8,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no
nGroup_6416_1_2_1_2_2,1358.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_6416_1_2_1_2_4,737.00,3,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nGroup_6416_1_2_2_1,1006.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_6416_1_2_2_4,728.50,2,1,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
nGroup_6416_1_2_2_5,694.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_6416_2,855.37,106,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_6416_4,521.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nGroup_6416_6,613.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nGroup_6416_8,973.50,2,2,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
nGroup_7264_1,667.27,100,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_7264_1_1_1,712.09,69,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nGroup_7264_1_1_1_1_1,719.00,4,2,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
nGroup_7264_1_1_1_1_2,820.14,7,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
nGroup_7264_1_1_1_1_2_2,1139.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7264_1_1_1_2_1_1,337.40,5,4,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no
nGroup_7264_1_1_1_2_1_2,734.83,40,9,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
nGroup_7264_1_1_1_2_1_2_1_1_2,1120.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7264_1_1_1_2_1_2_1_2,402.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7264_1_1_1_2_1_2_2,315.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7264_1_1_1_2_1_2_4,478.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_7264_1_1_1_2_1_2_5,787.00,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7264_1_1_2,681.20,85,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nGroup_7264_1_1_2_2,371.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7264_1_1_2_4,784.00,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7264_1_1_2_5,417.00,2,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
nGroup_7264_1_1_2_6_2,539.33,3,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
nGroup_7264_1_2_2,780.50,4,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7264_2,806.87,105,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_7482_1,804.00,5,3,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes
nGroup_7482_2,1634.38,98,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_7482_5,674.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7482_6,894.08,13,4,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
nGroup_7482_8,538.00,2,2,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
nGroup_7713_1,461.09,101,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_7713_1_1,327.08,86,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nGroup_7713_1_1_1_1,589.00,4,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes
nGroup_7713_1_1_1_2,344.83,72,11,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nGroup_7713_1_1_1_2_1,326.86,35,8,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no
nGroup_7713_1_1_1_2_1_1_1_1_1_2,692.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7713_1_1_1_2_1_1_1_1_2,726.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7713_1_1_1_2_1_1_1_2,317.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7713_1_1_1_2_1_1_2,407.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7713_1_1_1_2_1_2,232.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_7713_1_1_1_2_1_3,325.67,15,5,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_1_4_1_1_1_2,196.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_1_4_1_1_2,284.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_1_4_1_2,336.00,4,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_1_4_2,392.67,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_2_1_1_2,177.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_2_1_2,276.20,5,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_1_2_2_2,244.25,4,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_7713_1_1_2_1_1,344.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_7713_1_1_2_1_2_2,370.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_7713_1_1_2_2,721.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_7713_1_1_2_4,302.50,2,1,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
nGroup_7713_1_2_2,272.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nGroup_7713_1_2_3,432.00,1,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
nGroup_7713_2,423.26,109,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_796_13,182.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_796_17,771.20,5,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nGroup_796_18,849.00,2,2,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
nGroup_796_1_1,411.69,13,8,no,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes
nGroup_796_1_1_1,1276.67,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
nGroup_796_1_2,1095.09,23,5,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes
nGroup_796_1_2_1,696.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_796_2,895.44,68,14,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_796_20,783.50,4,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nGroup_796_5,172.60,5,3,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no
nGroup_796_6,1104.35,31,7,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no
nGroup_796_8,621.40,5,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_796_9,1186.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_8489_1,998.17,6,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
nGroup_8489_2,2606.90,93,12,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_8489_4,2057.92,26,7,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no
nGroup_8998_1,557.67,3,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
nGroup_8998_2,1196.62,93,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_8998_5,1111.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_902_1,1509.33,99,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nGroup_902_2,811.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nGroup_902_3,1457.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nGroup_9112_1,1108.75,4,4,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes
nGroup_9112_2,2923.49,106,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadmdh_1_1_1,898.64,84,13,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadmdh_1_1_1_1,820.22,27,10,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes
nadmdh_1_1_1_1_1_1_1_1,476.00,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nadmdh_1_1_1_1_1_1_1_2,594.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nadmdh_1_1_1_1_1_1_2,485.00,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
nadmdh_1_1_1_1_1_2,832.75,8,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
nadmdh_1_1_1_1_1_2_2,597.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_1_1_2_2,659.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_1_1_2_3_1,274.71,7,5,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no
nadmdh_1_1_1_2_3_2,903.29,51,8,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no
nadmdh_1_1_1_2_4_2,278.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadmdh_1_1_1_2_4_4,340.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_1_2,491.33,105,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadmdh_1_1_2_3_1,504.28,29,9,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no
nadmdh_1_1_2_3_1_1,395.20,5,3,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no
nadmdh_1_1_2_3_1_2_1_1_1,935.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_1_2_3_1_2_1_2,434.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_1_2_3_1_2_2,367.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_1_2_3_1_2_3_2,407.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nadmdh_1_1_2_3_1_2_4,316.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nadmdh_1_1_2_3_2_1,332.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_1_2_3_2_3_1_1,316.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_1_2_3_2_3_1_2,402.50,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_1_2_3_2_4,495.00,5,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_1_2_3_2_6,316.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
