Locus,Mean_Length,Num_Inds,Num_Groups,40i_loci.txt,62i_loci.txt,98i_loci.txt,g2_loci.txt,g4_loci.txt,g7_loci.txt,Calandrinia,Calandrinia1,Calandrinia2,Calandrinia3,Calandrinia4,Calandrinia5,Calandrinia6,Molluginaceae,Monteae,Montiaceae,NWCalandrinia,Outgroup,Phemeranthus,Portulacineae
nadmdh_1_1_2_4,454.36,91,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nadmdh_1_2,482.14,111,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadmdh_1_2_3,439.34,95,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nadmdh_1_2_3_1,442.94,49,9,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no
nadmdh_1_2_3_1_1,636.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadmdh_1_2_3_1_3_1,645.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_2_3_1_4,540.50,6,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_2_3_2_1,320.17,6,2,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
nadmdh_1_2_3_2_1_2,274.00,2,1,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
nadmdh_1_2_3_2_3,485.50,4,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadmdh_1_2_4_2,371.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadmdh_1_2_4_4,341.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nadme1_1,1704.95,108,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadme1_1_1,1751.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadme1_1_4,873.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadme1_2,1127.80,5,2,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no
nadme2_1,373.11,92,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nadme2_1_1_1,519.00,15,6,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no
nadme2_1_1_2,475.69,36,9,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
nadme2_1_1_2_2,349.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadme2_1_1_2_3,472.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nadme2_1_2_2,385.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadme2_1_3,477.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
nadme2_2,465.79,111,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadme2_4,292.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nadpmdh1_1,1129.43,88,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes
nadpmdh1_2,1093.08,24,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no
nadpmdh2_10,456.91,95,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nadpmdh2_11,611.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
nadpmdh2_13,330.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nadpmdh2_15,278.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpmdh2_18,513.58,65,10,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
nadpmdh2_19,741.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nadpmdh2_2,524.09,111,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadpmdh2_21,661.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpmdh2_24,656.00,3,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
nadpmdh2_25,527.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadpmdh2_26,546.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpmdh2_29,578.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nadpmdh2_3,565.28,102,13,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
nadpmdh2_31,180.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nadpmdh2_32,915.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
nadpmdh2_34,472.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nadpmdh2_7,230.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nadpmdh2_9,580.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nadpme_1_1,548.75,99,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadpme_1_1_1,525.23,78,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nadpme_1_1_1_2,832.40,5,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadpme_1_1_1_4,304.00,5,1,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
nadpme_1_1_1_5_1,304.50,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpme_1_1_1_5_2,261.50,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpme_1_1_1_8,366.50,6,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
nadpme_1_1_2_2,354.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nadpme_1_1_2_4,610.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadpme_1_1_2_6,297.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
nadpme_1_2,957.03,98,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadpme_1_2_1,260.82,11,5,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes
nadpme_1_2_2_1_1_1_1_1,766.50,6,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
nadpme_1_2_2_1_1_1_1_2,340.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
nadpme_1_2_2_1_1_1_2,681.00,5,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
nadpme_1_2_2_1_1_2,771.10,10,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
nadpme_1_2_2_1_1_2_2,1595.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
nadpme_1_2_2_1_2,1008.40,47,8,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes
nadpme_1_2_2_2_1,223.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
nadpme_1_2_2_2_3_1,607.00,2,2,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
nadpme_1_2_2_2_3_2,1062.00,8,2,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
nadpme_1_2_2_2_5_2,807.50,2,1,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
nadpme_1_2_2_2_6,353.50,2,1,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
nadpme_1_2_2_2_8,1130.50,4,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpme_2,720.22,108,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nadpme_4,490.00,5,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
nadpme_6,717.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
nhd_1_1,209.93,14,6,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,yes
nhd_1_2,374.03,90,11,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes
nhd_1_2_1,435.94,48,8,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no
nhd_1_2_1_1_1,951.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nhd_1_2_1_1_2,487.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
nhd_1_2_1_3,238.75,4,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nhd_1_2_1_4_1,281.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nhd_1_2_1_4_2_1,289.00,7,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nhd_1_2_1_4_2_1_2,290.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
nhd_2,489.59,110,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
nhd_4,754.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
pck_1,1564.15,99,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
pck_10,157.67,6,3,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
pck_12,1395.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
pck_3,1117.00,3,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes
pck_6,897.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
pck_7,1133.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
pck_8,1311.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
phyC_10,1129.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
phyC_12,1125.71,7,2,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
phyC_13,782.00,4,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
phyC_1_1,539.69,36,10,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
phyC_1_1_2,1108.00,4,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
phyC_1_1_4,997.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
phyC_1_2,592.74,27,9,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes
phyC_3,868.20,10,4,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
phyC_4,1141.90,87,12,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no
phyC_6,852.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
phyC_9,892.25,4,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
ppc-1E2_1,917.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
ppc1_1,1081.36,106,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ppc1_1_1_1_1_1_1_1_1_1,915.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
ppc1_1_1_1_1_1_1_1_1_2,990.00,6,4,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes
ppc1_1_1_1_1_1_1_1_2,975.40,10,4,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes
ppc1_1_1_1_1_1_1_2,753.33,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
ppc1_1_1_1_1_1_2,905.50,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
ppc1_1_1_1_1_2,1294.98,88,11,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes
ppc1_1_1_1_1_2_1,1063.40,5,2,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no
ppc1_1_1_1_1_2_2_1_1,955.50,4,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no
ppc1_1_1_1_1_2_2_1_2,1101.67,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no
ppc1_1_1_1_1_2_2_2_2,902.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
ppc1_1_1_1_1_2_2_2_4,1211.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ppc1_1_1_1_1_2_2_2_6,264.00,1,1,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
ppc1_1_1_1_1_2_2_2_8,164.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_1_1_1_1_2_2_2_9,1194.67,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_1_1_1_2,1126.00,21,6,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes
ppc1_1_1_1_2_2,1301.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
ppc1_1_1_1_2_3,453.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ppc1_1_1_1_2_5,1587.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
ppc1_1_1_2,904.50,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
ppc1_1_2_1,1018.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
ppc1_1_2_3,1308.00,4,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ppc1_1_2_4_1,656.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ppc1_1_2_5,853.33,51,6,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
ppc1_1_2_5_2,720.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_1_2_5_4,959.00,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
ppc1_1_2_5_6,616.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
ppc1_1_2_5_8,433.67,3,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
ppc1_1_2_6_2,1220.00,5,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_1_2_6_4,556.00,2,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_1_2_6_6,1318.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppc1_2,1397.62,104,13,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ppc1_3,674.75,4,3,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes
ppc1_9,969.50,4,4,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
ppc2_1,824.14,96,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ppc2_2,759.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
ppdk_1,1189.64,11,5,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes
ppdk_2,1971.11,93,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ppdk_3,1851.00,4,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
ppdk_5,2164.67,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
ppdk_7,1323.00,3,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
ppt2_1,800.28,94,13,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes
ppt2_1_1_2,543.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
ppt2_1_1_4,216.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppt2_1_2,172.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
ppt2_2,638.85,78,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
ppt2_3,717.50,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
ppt2_5,789.00,1,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
ppt2_6,508.33,21,5,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
rbcs_1_1_1_1_1_1_1,377.67,3,3,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes
rbcs_1_1_1_1_1_1_2,370.67,9,5,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes
rbcs_1_1_1_1_1_1_2_1,284.00,2,2,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no
rbcs_1_1_1_1_1_2,447.73,15,4,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes
rbcs_1_1_1_1_1_2_1,377.00,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
rbcs_1_1_1_1_2,380.12,16,4,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes
rbcs_1_1_1_2,315.31,64,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
rbcs_1_1_1_2_2,266.00,2,1,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
rbcs_1_1_1_2_3_1_1,297.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
rbcs_1_1_1_2_3_1_2,342.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
rbcs_1_1_1_2_3_2,485.33,3,2,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
rbcs_1_1_1_2_4_1,383.00,3,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
rbcs_1_1_1_2_6,166.00,2,1,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
rbcs_1_1_1_2_7_1_1,420.33,3,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
rbcs_1_1_1_2_7_1_2,174.33,3,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
rbcs_1_1_1_2_7_2,181.33,6,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
rbcs_1_1_2,319.03,69,12,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
rbcs_1_1_2_2,332.33,3,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
rbcs_1_1_2_4,356.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
rbcs_1_2,326.98,89,13,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
rbcs_1_2_2,517.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
rbcs_1_2_3,312.50,2,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
rbcs_1_2_5,356.50,2,1,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
rbcs_2,308.56,106,14,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
tdt_1,1101.92,88,14,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
